codigoplanta,codigoduracion,codigosicagente,codigovariable,fechahora,unidadmedida,valor,version,source_file,dataset_slug,period_start,period_end,processed_at,year,month,codigounidadgeneracion,estadorecurso,fpo,fecha,fechapublicacion,nombreunidad,tipogeneracion,source_file_ref,dataset_slug_ref,period_start_ref,period_end_ref,processed_at_ref,year_ref,month_ref
TRN1,PT1H,TMNG,GReal,2025-04-30 02:00:00,kWh,64682.66,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt03262,Operacion,2018-12-01,2025-05-06 00:00:00,2026-04-09,TERMONORTE 7,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
SMI1,PT1H,ISGG,GReal,2025-04-30 15:00:00,kWh,49648.61,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09835,Operacion,2015-12-23,2025-05-06 00:00:00,2026-04-09,SAN MIGUEL 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
PPA4,PT1H,SOCG,GReal,2025-04-30 11:00:00,kWh,0.0,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt03235,Operacion,1999-01-08,2025-05-06 00:00:00,2026-04-09,PAIPA 4,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3NLG,PT1H,CTCG,GReal,2025-04-30 07:00:00,kWh,0.0,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns21318,Operacion,2025-02-14,2025-05-06 00:00:00,2026-04-09,ROVIRA 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3R9G,PT1H,PRIG,GReal,2025-04-30 08:00:00,kWh,309.93,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns49350,Operacion,2024-11-25,2025-05-06 00:00:00,2026-04-09,GD EL ROBLE 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3HS9,PT1H,EPSG,GReal,2025-04-30 19:00:00,kWh,0.0,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns11065,Operacion,2023-06-16,2025-05-06 00:00:00,2026-04-09,AUTOG BUGA I SOLLA 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
SJM1,PT1H,GPEG,GReal,2025-04-30 00:00:00,kWh,0.0,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09921,Operacion,2007-07-30,2025-05-06 00:00:00,2026-04-09,SAN JOSE DE LA MONTAÑA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
4UZU,PT1H,ERRG,GReal,2025-04-30 16:00:00,kWh,293.04,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns50033,Operacion,2025-03-30,2025-05-06 00:00:00,2026-04-09,GD ERCO GUAMO II 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
4RGG,PT1H,FYRG,GReal,2025-04-30 05:00:00,kWh,0.0,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns51562,Operacion,2025-04-30,2025-05-06 00:00:00,2026-04-09,PARQUE SOLAR BARANOA 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
TPD1,PT1H,TRPG,GReal,2025-04-30 16:00:00,kWh,173.92,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt07356,Operacion,1999-12-30,2025-05-06 00:00:00,2026-04-09,TERMOPIEDRAS 1,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
SFC1,PT1H,SGMG,GReal,2025-04-30 23:00:00,kWh,367.88,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09919,Operacion,2012-12-15,2025-05-06 00:00:00,2026-04-09,SAN FRANCISCO (PUTUMAYO) 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2R22,PT1H,ENDG,GReal,2025-04-30 11:00:00,kWh,17687.92,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09891,Operacion,2014-11-27,2025-05-06 00:00:00,2026-04-09,LAGUNETA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
SNS1,PT1H,EPMG,GReal,2025-04-30 04:00:00,kWh,0.0,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09925,Operacion,2002-06-01,2025-05-06 00:00:00,2026-04-09,SONSON 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
TEC1,PT1H,TEMG,GReal,2025-04-30 00:00:00,kWh,0.0,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt03254,Operacion,1999-07-16,2025-05-06 00:00:00,2026-04-09,TERMOEMCALI 1 VAPOR,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
TMS1,PT1H,EPMG,GReal,2025-04-30 09:00:00,kWh,794.36,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09914,Operacion,1951-01-01,2025-05-06 00:00:00,2026-04-09,RIOFRIO (TAMESIS) 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
FLRD,PT1H,GNCG,GReal,2025-04-30 05:00:00,kWh,10334.0,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09739,Operacion,1963-01-01,2025-05-06 00:00:00,2026-04-09,FLORIDA 21,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
PRC3,PT1H,EPMG,GReal,2025-04-30 00:00:00,kWh,499532.14,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09814,Operacion,2002-12-01,2025-05-06 00:00:00,2026-04-09,PORCE III 2,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3RGX,PT1H,GNCG,GReal,2025-04-30 14:00:00,kWh,9825.6,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns22040,Pruebas,2025-01-17,2025-05-06 00:00:00,2026-04-09,JUMI 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
TRM1,PT1H,TCNG,GReal,2025-04-30 02:00:00,kWh,0.0,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt03249,Operacion,1997-02-22,2025-05-06 00:00:00,2026-04-09,TERMOCENTRO 1,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3INX,PT1H,SDCG,GReal,2025-04-30 09:00:00,kWh,27319.7,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns18151,Operacion,2024-12-22,2025-05-06 00:00:00,2026-04-09,CARACOLI I 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
BLL3,PT1H,EPMG,GReal,2025-04-30 16:00:00,kWh,178.2,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09861,Operacion,1934-01-01,2025-05-06 00:00:00,2026-04-09,BELLO 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
RGR1,PT1H,EPMG,GReal,2025-04-30 01:00:00,kWh,0.0,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09784,Operacion,1956-01-01,2025-05-06 00:00:00,2026-04-09,RIO GRANDE 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
SLVJ,PT1H,EPSG,GReal,2025-04-30 23:00:00,kWh,95543.28,TX5,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09787,Operacion,1995-07-20,2025-05-06 00:00:00,2026-04-09,SALVAJINA 3,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3EXH,PT1H,ISGG,GReal,2025-04-30 13:00:00,kWh,11986.15,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Une10596,Pruebas,2022-08-31,2025-05-06 00:00:00,2026-04-09,PARQUE EOLICO WESP01 1,Eolica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2YWY,PT1H,TRPG,GReal,2025-04-30 13:00:00,kWh,270.98,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt09080,Operacion,2020-02-08,2025-05-06 00:00:00,2026-04-09,AUTOG TURGAS,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
ARG1,PT1H,EPSG,GReal,2025-04-30 07:00:00,kWh,0.0,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt09072,Operacion,2016-03-15,2025-05-06 00:00:00,2026-04-09,ARGOS CARTAGENA 1,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2ZP9,PT1H,ISGG,GReal,2025-04-30 15:00:00,kWh,10411.19,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns07299,Pruebas,2020-09-10,2025-05-06 00:00:00,2026-04-09,TRINA-VATIA BSLI 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
ABJ1,PT1H,GPEG,GReal,2025-04-30 13:00:00,kWh,587.4,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09884,Operacion,2009-02-05,2025-05-06 00:00:00,2026-04-09,LA CASCADA ( ABEJORRAL) 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
GCA1,PT1H,ISGG,GReal,2025-04-30 17:00:00,kWh,9918.02,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09866,Operacion,1939-01-01,2025-05-06 00:00:00,2026-04-09,CARUQUIA 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3QPE,PT1H,EPSG,GReal,2025-04-30 23:00:00,kWh,0.0,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns49862,Operacion,2024-12-28,2025-05-06 00:00:00,2026-04-09,GD BOCAS DEL PALO 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
GTRG,PT1H,EPMG,GReal,2025-04-30 18:00:00,kWh,177190.0,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09747,Operacion,1985-11-18,2025-05-06 00:00:00,2026-04-09,GUADALUPE 41,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3GI6,PT1H,FERG,GReal,2025-04-30 02:00:00,kWh,0.0,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns10911,Operacion,2023-06-17,2025-05-06 00:00:00,2026-04-09,GRANJA SOLAR EL SALADO 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3DSO,PT1H,EBSG,GReal,2025-04-30 10:00:00,kWh,9285.55,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns09306,Pruebas,2022-03-03,2025-05-06 00:00:00,2026-04-09,HELIOS I 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
4S66,PT1H,ELIG,GReal,2025-04-30 09:00:00,kWh,58.96,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns52330,Operacion,2025-01-25,2025-05-06 00:00:00,2026-04-09,GD DIOCESIS DE RIOHACHA 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3MS2,PT1H,EPSG,GReal,2025-04-30 18:00:00,kWh,0.0,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns21811,Pruebas,2024-12-03,2025-05-06 00:00:00,2026-04-09,CELSIA SOLAR PUERTO TEJADA 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
TSR1,PT1H,EPMG,GReal,2025-04-30 06:00:00,kWh,0.0,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt03267,Operacion,2001-01-27,2025-05-06 00:00:00,2026-04-09,TERMOSIERRA 3,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
CRC1,PT1H,EPMG,GReal,2025-04-30 07:00:00,kWh,0.0,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09865,Operacion,1997-01-01,2025-05-06 00:00:00,2026-04-09,CARACOLI 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
SUV1,PT1H,CMXG,GReal,2025-04-30 04:00:00,kWh,4451.4,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09927,Operacion,2002-05-24,2025-05-06 00:00:00,2026-04-09,SUEVA 2 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3NLE,PT1H,UNGG,GReal,2025-04-30 16:00:00,kWh,226.6,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns22085,Operacion,2024-08-27,2025-05-06 00:00:00,2026-04-09,GD NAOS I 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3RH2,PT1H,ERRG,GReal,2025-04-30 12:00:00,kWh,0.0,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns50281,Operacion,2025-02-04,2025-05-06 00:00:00,2026-04-09,AUTOG HIDROSOLAR I 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
3DDT,PT1H,ENDG,GReal,2025-04-30 17:00:00,kWh,2434.81,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Uns07303,Operacion,2024-06-24,2025-05-06 00:00:00,2026-04-09,LATAM SOLAR LA LOMA 1,Solar,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2UPD,PT1H,ENDG,GReal,2025-04-30 15:00:00,kWh,11436.95,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09950,Operacion,2018-10-06,2025-05-06 00:00:00,2026-04-09,TEQUENDAMA 2 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
TYP5,PT1H,TYPG,GReal,2025-04-30 05:00:00,kWh,0.0,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unt05212,Operacion,2021-02-11,2025-05-06 00:00:00,2026-04-09,TERMOYOPAL G5,Termica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
2SI1,PT1H,RENG,GReal,2025-04-30 23:00:00,kWh,18955.0,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09849,Operacion,2016-01-27,2025-05-06 00:00:00,2026-04-09,MORRO AZUL 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
RCIO,PT1H,HDTG,GReal,2025-04-30 22:00:00,kWh,444.28,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09912,Operacion,2001-09-01,2025-05-06 00:00:00,2026-04-09,RIO RECIO 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
IQU1,PT1H,HLAG,GReal,2025-04-30 02:00:00,kWh,0.0,TX1,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/04/generacion-real-2025-04-01_2025-04-30.json,generacion-real,2025-04-01,2025-04-30,2026-05-22 03:58:59.529,2025,4,Unh09881,Operacion,1955-01-01,2025-05-06 00:00:00,2026-04-09,IQUIRA I 1,Hidraulica,s3://eafit-proyecto-integrador-simem/bronze/simem-data/2025/05/unidades-generacion-2025-05-01_2025-05-31.json,unidades-generacion,2025-05-01,2025-05-31,2026-05-22 04:05:57.189,2025,5
